document,line,disposition,findings,review_note,source_text
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,28,structural,F02 F04 F12,File map omits token/gate integration and leaves qualification runner open.,
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,29,finding,F02 F04 F12,File map omits token/gate integration and leaves qualification runner open.,| Responsibility                         | Files                                                                                                                                                                                       |
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,30,structural,F02 F04 F12,File map omits token/gate integration and leaves qualification runner open.,| -------------------------------------- | ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,31,finding,F02 F04 F12,File map omits token/gate integration and leaves qualification runner open.,"| Recovery schema and durable binding    | `worker/migrations/0005_operation_recovery.sql`, `worker/src/operations/recovery-state.ts`, `worker/src/operations/journal.ts`, `worker/src/operations/send.ts`, `worker/src/tools/send.ts` |"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,32,finding,F02 F04 F12,File map omits token/gate integration and leaves qualification runner open.,"| Session validation/status              | `worker/src/google/resumable.ts`, `worker/src/google/gmail.ts`, `worker/test/resumable.test.ts`, `worker/test/fake-gmail.ts`                                                                |"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,33,finding,F02 F04 F12,File map omits token/gate integration and leaves qualification runner open.,"| Evidence decision and read-only search | `worker/src/operations/reconcile.ts`, `worker/test/reconcile.test.ts`                                                                                                                       |"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,34,finding,F02 F04 F12,File map omits token/gate integration and leaves qualification runner open.,"| Atomic result settlement               | `worker/src/tools/settle.ts`, `worker/src/operations/recovery-state.ts`, `worker/test/recovery-settlement.test.ts`                                                                          |"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,35,finding,F02 F04 F12,File map omits token/gate integration and leaves qualification runner open.,"| Scheduling                             | `worker/src/cron.ts`, `worker/src/index.ts`, `worker/test/cron.test.ts`, `worker/test/recovery-cron.test.ts`                                                                                |"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,36,finding,F02 F04 F12,File map omits token/gate integration and leaves qualification runner open.,"| Fault harness                          | `worker/src/deps.ts`, `worker/test/fake-gmail.ts`, `worker/test/recovery-faults.test.ts`, existing send/staging tests                                                                       |"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,37,finding,F02 F04 F12,File map omits token/gate integration and leaves qualification runner open.,"| Qualification                          | `scripts/qualification/`, `docs/runbooks/release-qualification.md`, `docs/superpowers/reviews/2026-09-13-plan-5-evidence.md`, `.github/workflows/ci.yml`                                    |"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,38,finding,F02 F04 F12,File map omits token/gate integration and leaves qualification runner open.,"| Gated continuation design              | `docs/superpowers/plans/2026-09-13-plan-5b-resumable-continuation.md`, created only after Task 6 establishes the provider contract                                                          |"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,39,structural,F10,Target validation contract requires raw grammar.,
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,40,structural,F10,Target validation contract requires raw grammar.,## Task 1: Close the resumable URL and redirect boundary
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,41,structural,F10,Target validation contract requires raw grammar.,
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,42,finding,F10,Target validation contract requires raw grammar.,A reviewer can accept this hardening independently of recovery scheduling.
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,43,structural,F10,Target validation contract requires raw grammar.,
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,44,finding,F10,Target validation contract requires raw grammar.,Interfaces in `worker/src/google/resumable.ts`:
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,45,structural,F10,Target validation contract requires raw grammar.,
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,46,structural,F10,Target validation contract requires raw grammar.,```ts
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,47,finding,F10,Target validation contract requires raw grammar.,export function validateSessionUrl(value: string): URL;
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,48,finding,F05 F11,Final evidence type and status parser contract mismatch.,export type SessionStatus =
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,49,finding,F05 F11,Final evidence type and status parser contract mismatch.,"  | { kind: ""complete""; result: Record<string, unknown> }"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,50,finding,F05 F11,Final evidence type and status parser contract mismatch.,"  | { kind: ""incomplete""; nextOffset: number }"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,51,finding,F05 F11,Final evidence type and status parser contract mismatch.,"  | { kind: ""unknown""; reason: ""expired"" | ""invalid_response"" | ""transport"" };"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,52,finding,F05 F11,Final evidence type and status parser contract mismatch.,export function parseSessionStatus(
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,53,finding,F05 F11,Final evidence type and status parser contract mismatch.,"  status: number,"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,54,finding,F05 F11,Final evidence type and status parser contract mismatch.,"  range: string | null,"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,55,finding,F05 F11,Final evidence type and status parser contract mismatch.,"  total: number,"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,56,finding,F05 F11,Final evidence type and status parser contract mismatch.,"  previousOffset: number,"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,57,finding,F05 F11,Final evidence type and status parser contract mismatch.,"  result?: Record<string, unknown>,"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,58,finding,F05 F11,Final evidence type and status parser contract mismatch.,): SessionStatus;
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,59,structural,F05 F11,Final evidence type and status parser contract mismatch.,```
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,60,structural,F10,Parser-normalization counterexample needs an explicit test.,
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,61,finding,F10,Parser-normalization counterexample needs an explicit test.,"- [ ] Add table-driven tests accepting the documented exact Gmail hosts/endpoints and rejecting foreign hosts, userinfo, fragments, encoded traversal, unexpected ports, query duplication, malformed ids and oversized URLs. Provider path variants require explicit fixtures, never suffix host matching."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,62,finding,F10,Parser-normalization counterexample needs an explicit test.,- [ ] Run `npm test -w @gmail-mcp/worker -- --run test/resumable.test.ts`; expect missing-module/export failure before adding production code.
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,63,finding,F10,Parser-normalization counterexample needs an explicit test.,"- [ ] Implement URL parsing, exact host/path/query checks and a 4,096-byte URI bound. Validate before `getAccessToken`. Set `redirect: ""error""` in both existing PUT and new probe paths; tests assert no credential retrieval/network call for rejected URLs."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,64,finding,F11,Range grammar differs from a documented example.,- [ ] Implement strict status parsing: incomplete missing Range means offset zero only when no prior progress exists; `bytes=0-N` means `N+1`; refuse regressing/out-of-bounds/malformed ranges. A final response requires the appropriate message/draft result schema. Session 404/410 remains unknown.
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,65,reviewed_no_finding,,Two refusal examples are useful but do not exhaust protocol cases.,"- [ ] Run focused tests, lint and typecheck; commit `security(gmail): validate resumable targets and refuse redirects`."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,66,structural,,Two refusal examples are useful but do not exhaust protocol cases.,
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,67,reviewed_no_finding,,Two refusal examples are useful but do not exhaust protocol cases.,Representative independent test:
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,68,structural,,Two refusal examples are useful but do not exhaust protocol cases.,
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,69,structural,,Two refusal examples are useful but do not exhaust protocol cases.,```ts
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,70,reviewed_no_finding,,Two refusal examples are useful but do not exhaust protocol cases.,"it(""does not turn a missing session into safe-to-resend evidence"", () => {"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,71,reviewed_no_finding,,Two refusal examples are useful but do not exhaust protocol cases.,"  expect(parseSessionStatus(404, null, 1024, 512)).toEqual({ kind: ""unknown"", reason: ""expired"" });"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,72,reviewed_no_finding,,Two refusal examples are useful but do not exhaust protocol cases.,});
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,73,reviewed_no_finding,,Two refusal examples are useful but do not exhaust protocol cases.,"it(""refuses a confirmed offset beyond the immutable body"", () => {"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,74,reviewed_no_finding,,Two refusal examples are useful but do not exhaust protocol cases.,"  expect(parseSessionStatus(308, ""bytes=0-1024"", 1024, 0)).toEqual({ kind: ""unknown"", reason: ""invalid_response"" });"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,75,reviewed_no_finding,,Two refusal examples are useful but do not exhaust protocol cases.,});
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,76,structural,,Two refusal examples are useful but do not exhaust protocol cases.,```
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,77,structural,F08 F09 F12,"Schema, qualification and retention remain prose-only.",
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,78,structural,F08 F09 F12,"Schema, qualification and retention remain prose-only.",## Task 2: Bind recovery context before external side effects
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,79,structural,F08 F09 F12,"Schema, qualification and retention remain prose-only.",
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,80,finding,F08 F09 F12,"Schema, qualification and retention remain prose-only.","Create `operation_recovery` with composite owner/account/operation ownership, unique operation id, explicit tool/result kind, account credential version, Message-ID, original draft/thread ids, start/deadline/next-attempt times, attempts, state, lease token/deadline, encrypted session/key id, exact MIME length, last confirmed offset and safe audit context. Add a unique success-settlement record keyed by operation. Add qualification records bound to origin/revision/account/version/mode. Constrain states and nonnegative counters in SQL. Old rows do not receive invented recovery context."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,81,structural,F08 F09 F12,"Schema, qualification and retention remain prose-only.",
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,82,finding,F02 F05 F12,Binding omits required context; epoch-pinned token interface absent.,Define these interfaces in `recovery-state.ts`:
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,83,structural,F02 F05 F12,Binding omits required context; epoch-pinned token interface absent.,
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,84,structural,F02 F05 F12,Binding omits required context; epoch-pinned token interface absent.,```ts
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,85,finding,F02 F05 F12,Binding omits required context; epoch-pinned token interface absent.,"export type RecoveryKind = ""send_message"" | ""send_draft"";"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,86,finding,F02 F05 F12,Binding omits required context; epoch-pinned token interface absent.,export type RecoveryBinding = {
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,87,finding,F02 F05 F12,Binding omits required context; epoch-pinned token interface absent.,  operationId: string;
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,88,finding,F02 F05 F12,Binding omits required context; epoch-pinned token interface absent.,  userId: string;
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,89,finding,F02 F05 F12,Binding omits required context; epoch-pinned token interface absent.,  accountId: string;
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,90,finding,F02 F05 F12,Binding omits required context; epoch-pinned token interface absent.,  credentialVersion: number;
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,91,finding,F02 F05 F12,Binding omits required context; epoch-pinned token interface absent.,  kind: RecoveryKind;
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,92,finding,F02 F05 F12,Binding omits required context; epoch-pinned token interface absent.,  messageId: string | null;
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,93,finding,F02 F05 F12,Binding omits required context; epoch-pinned token interface absent.,  draftId: string | null;
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,94,finding,F02 F05 F12,Binding omits required context; epoch-pinned token interface absent.,  threadId: string | null;
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,95,finding,F02 F05 F12,Binding omits required context; epoch-pinned token interface absent.,  startedAt: number;
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,96,finding,F02 F05 F12,Binding omits required context; epoch-pinned token interface absent.,  mimeLength: number | null;
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,97,finding,F02 F05 F12,Binding omits required context; epoch-pinned token interface absent.,};
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,98,finding,F02 F05 F12,Binding omits required context; epoch-pinned token interface absent.,"// Takes the existing Env; encrypts the session internally, never returns it to a tool."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,99,finding,F02 F05 F12,Binding omits required context; epoch-pinned token interface absent.,"export function beginRecoverableOperation(env: Env, binding: RecoveryBinding, sessionUrl: string | null): Promise<void>;"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,100,structural,F02 F05 F12,Binding omits required context; epoch-pinned token interface absent.,```
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,101,structural,F02 F12,Test names and broad implementation steps need fixtures and SQL.,
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,102,finding,F02 F12,Test names and broad implementation steps need fixtures and SQL.,"- [ ] Write `worker/test/recovery-state.test.ts`: foreign account FK, duplicate binding, changed credential version, context rollback, session encryption/AAD substitution, key rotation and non-send exclusion. Verify a failed binding causes zero Gmail byte requests."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,103,finding,F02 F12,Test names and broad implementation steps need fixtures and SQL.,- [ ] Run the focused test file to capture its initial failure.
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,104,finding,F02 F12,Test names and broad implementation steps need fixtures and SQL.,"- [ ] Implement the migration and an asserted batch that captures active account/version, binds context and moves `claimed` to `executing`. Encrypt session URI with field `operation-recovery:v1:<operationId>:session`. Save session/context before any PUT body opens; orphan empty sessions are not retried with bytes after DB failure."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,105,finding,F02 F12,Test names and broad implementation steps need fixtures and SQL.,- [ ] Replace send-path calls to `beginOperation` for recoverable sends only. Capture original draft/thread identity before `drafts.send`; keep draft writes and label creation on their existing path. Persist safe audit fields sufficient for settlement without preserving recipients/body.
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,106,finding,F02 F12,Test names and broad implementation steps need fixtures and SQL.,"- [ ] Run `test/recovery-state.test.ts`, `test/send-pipeline.test.ts`, `test/send-tools.test.ts`, `test/drafts-tools.test.ts`; commit `feat(recovery): bind delivery evidence before Gmail execution`."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,107,structural,F01 F05,Candidate fields support search but not causal draft proof or session receipts.,
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,108,structural,F01 F05,Candidate fields support search but not causal draft proof or session receipts.,## Task 3: Decide delivery from positive evidence
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,109,structural,F01 F05,Candidate fields support search but not causal draft proof or session receipts.,
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,110,finding,F01 F05,Candidate fields support search but not causal draft proof or session receipts.,Export a pure decision function so safety cases do not require a fake provider:
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,111,structural,F01 F05,Candidate fields support search but not causal draft proof or session receipts.,
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,112,structural,F01 F05,Candidate fields support search but not causal draft proof or session receipts.,```ts
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,113,finding,F01 F05,Candidate fields support search but not causal draft proof or session receipts.,export type Candidate = {
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,114,finding,F01 F05,Candidate fields support search but not causal draft proof or session receipts.,  id: string;
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,115,finding,F01 F05,Candidate fields support search but not causal draft proof or session receipts.,  threadId: string;
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,116,finding,F01 F05,Candidate fields support search but not causal draft proof or session receipts.,  labels: string[];
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,117,finding,F01 F05,Candidate fields support search but not causal draft proof or session receipts.,  messageIds: string[];
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,118,finding,F01 F05,Candidate fields support search but not causal draft proof or session receipts.,  internalDate: number;
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,119,finding,F01 F05,Candidate fields support search but not causal draft proof or session receipts.,};
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,120,finding,F01 F05 F07,Evidence union lacks final receipt and transport defer result.,export type Evidence = {
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,121,finding,F01 F05 F07,Evidence union lacks final receipt and transport defer result.,  expectedMessageId: string | null;
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,122,finding,F01 F05 F07,Evidence union lacks final receipt and transport defer result.,  expectedThreadId: string | null;
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,123,finding,F01 F05 F07,Evidence union lacks final receipt and transport defer result.,  startedAt: number;
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,124,finding,F01 F05 F07,Evidence union lacks final receipt and transport defer result.,  deadline: number;
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,125,finding,F01 F05 F07,Evidence union lacks final receipt and transport defer result.,  qualified: boolean;
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,126,finding,F01 F05 F07,Evidence union lacks final receipt and transport defer result.,  candidates: Candidate[];
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,127,finding,F01 F05 F07,Evidence union lacks final receipt and transport defer result.,  truncated: boolean;
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,128,finding,F01 F05 F07,Evidence union lacks final receipt and transport defer result.,};
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,129,finding,F01 F05 F07,Evidence union lacks final receipt and transport defer result.,"export type Decision = { kind: ""confirmed""; candidate: Candidate } | { kind: ""unknown"" };"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,130,finding,F01 F05 F07,Evidence union lacks final receipt and transport defer result.,export function decideDelivery(e: Evidence): Decision;
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,131,structural,F01 F02 F06 F07,Observation needs version-pinned bounded transport and throttle propagation.,```
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,132,structural,F01 F02 F06 F07,Observation needs version-pinned bounded transport and throttle propagation.,
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,133,finding,F01 F02 F06 F07,Observation needs version-pinned bounded transport and throttle propagation.,"- [ ] Add tests for zero candidates, two exact candidates, a candidate on a further page, rewritten/duplicate headers, a thread-only match, invalid timestamps, absent qualification and one exact qualifying SENT result. Include a draft with a concurrent unrelated send in the same thread."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,134,finding,F01 F02 F06 F07,Observation needs version-pinned bounded transport and throttle propagation.,- [ ] Run `npm test -w @gmail-mcp/worker -- --run test/reconcile.test.ts` and capture the failure.
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,135,finding,F01 F02 F06 F07,Observation needs version-pinned bounded transport and throttle propagation.,"- [ ] Implement `decideDelivery` exactly as the design's candidate rules require. Keep Message-ID validation separate from Gmail query encoding. Limit fetched metadata fields to ids, labels, timestamp and Message-ID."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,136,finding,F01 F02 F06 F07,Observation needs version-pinned bounded transport and throttle propagation.,"- [ ] Define `RecoveryBudget` as `{ remainingRequests: number; deadline: number }`, shared by reference across a cron run, and add `collectDeliveryEvidence(env: Env, deps: Deps, binding: RecoveryBinding, budget: RecoveryBudget): Promise<Evidence>` using owner-bound Gmail reads. Return inconclusive evidence on exhausted request budget, throttling, indexing lag, malformed replies or missing account authority. The scheduler supplies deadline and qualification from durable state; do not let model arguments set them."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,137,finding,F01 F02 F06 F07,Observation needs version-pinned bounded transport and throttle propagation.,"- [ ] Extend FakeGmail for indexing lag, SENT filtering and duplicate candidates. Assert reconciliation issues zero send/draft-create mutations. Run focused tests; commit `feat(recovery): reconcile sends from exact Gmail evidence`."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,138,structural,F01,Draft negative test only checks a different Message-ID.,
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,139,finding,F01,Draft negative test only checks a different Message-ID.,Core regression:
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,140,structural,F01,Draft negative test only checks a different Message-ID.,
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,141,structural,F01,Draft negative test only checks a different Message-ID.,```ts
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,142,finding,F01,Draft negative test only checks a different Message-ID.,"it(""does not confirm a thread-only draft match"", () => {"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,143,finding,F01,Draft negative test only checks a different Message-ID.,  const candidate: Candidate = {
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,144,finding,F01,Draft negative test only checks a different Message-ID.,"    id: ""m1"","
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,145,finding,F01,Draft negative test only checks a different Message-ID.,"    threadId: ""t1"","
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,146,finding,F01,Draft negative test only checks a different Message-ID.,"    labels: [""SENT""],"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,147,finding,F01,Draft negative test only checks a different Message-ID.,"    messageIds: [""<unrelated@example.test>""],"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,148,finding,F01,Draft negative test only checks a different Message-ID.,"    internalDate: 1000,"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,149,finding,F01,Draft negative test only checks a different Message-ID.,  };
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,150,finding,F01,Draft negative test only checks a different Message-ID.,  expect(
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,151,finding,F01,Draft negative test only checks a different Message-ID.,    decideDelivery({
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,152,finding,F01,Draft negative test only checks a different Message-ID.,"      expectedMessageId: ""<draft@example.test>"","
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,153,finding,F01,Draft negative test only checks a different Message-ID.,"      expectedThreadId: ""t1"","
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,154,finding,F01,Draft negative test only checks a different Message-ID.,"      startedAt: 900,"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,155,finding,F01,Draft negative test only checks a different Message-ID.,"      deadline: 86400900,"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,156,finding,F01,Draft negative test only checks a different Message-ID.,"      qualified: true,"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,157,finding,F01,Draft negative test only checks a different Message-ID.,"      candidates: [candidate],"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,158,finding,F01,Draft negative test only checks a different Message-ID.,"      truncated: false,"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,159,finding,F01,Draft negative test only checks a different Message-ID.,"    }),"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,160,finding,F01,Draft negative test only checks a different Message-ID.,"  ).toEqual({ kind: ""unknown"" });"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,161,finding,F01,Draft negative test only checks a different Message-ID.,});
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,162,structural,F01,Draft negative test only checks a different Message-ID.,```
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,163,structural,F05,settleRecovered cannot consume declared session-complete output.,
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,164,structural,F05,settleRecovered cannot consume declared session-complete output.,## Task 4: Settle one winner across direct and recovered responses
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,165,structural,F05,settleRecovered cannot consume declared session-complete output.,
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,166,finding,F05,settleRecovered cannot consume declared session-complete output.,"Add `settleRecovered(env: Env, operationId: string, leaseToken: string, decision: Decision): Promise<""settled"" | ""replayed"" | ""inconclusive"">` in `recovery-state.ts`. An unknown decision performs no success mutation. Use the persisted result kind to reproduce the original tool result, including `account` and normal ids. Do not widen the generic settlement helper to accept arbitrary terminal transitions."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,167,structural,F05,settleRecovered cannot consume declared session-complete output.,
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,168,finding,F04 F05 F13,"Need failure races, stable result identity and old-writer rollout behavior.","- [ ] Write `test/recovery-settlement.test.ts` using two competing calls and D1 barriers. Assert one executed operation, one outcome audit, consumed reservations and a redacted terminal pending row."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,169,finding,F04 F05 F13,"Need failure races, stable result identity and old-writer rollout behavior.","- [ ] Add cases for pending already failed specifically with `delivery_unknown`, purged expired handles, direct-result race, same-result replay, conflicting ids, lease expiry, revoked/reconnected account, D1 failure at each statement and foreign-owner access."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,170,finding,F04 F05 F13,"Need failure races, stable result identity and old-writer rollout behavior.",- [ ] Capture red tests. Implement precondition `_assert` statements before effects and unique settlement ownership. A loser reads the recorded outcome; it does not append an audit or alter a different result.
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,171,finding,F04 F05 F13,"Need failure races, stable result identity and old-writer rollout behavior.","- [ ] Update direct success settlement to coordinate with the same terminal winner while preserving ordinary tools and Plan 4 upload settlement. Test the normal result against idempotency replay, not just operation state."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,172,finding,F04 F05 F13,"Need failure races, stable result identity and old-writer rollout behavior.","- [ ] Run settlement, gate, send, cron and upload regression files; commit `fix(operations): settle direct and recovered outcomes once`."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,173,structural,F02 F05 F06 F07,"Scheduler depends on unresolved token, evidence and request contracts.",
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,174,structural,F02 F05 F06 F07,"Scheduler depends on unresolved token, evidence and request contracts.",## Task 5: Schedule bounded read-only recovery
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,175,structural,F02 F05 F06 F07,"Scheduler depends on unresolved token, evidence and request contracts.",
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,176,finding,F02 F05 F06 F07,"Scheduler depends on unresolved token, evidence and request contracts.","Add `recoverDeliveries(env: Env, deps: Deps, now: number): Promise<{checked:number; confirmed:number; deferred:number; manual:number}>`. Wire the production scheduled handler with `defaultDeps`; keep injected dependencies in tests. Pass a shared request counter through search, metadata fetches and session probes so retries cannot bypass the thirty-request cap."
